Rank,Title,Year,IMDb Rating,Votes,Runtime,Certificate,Description,Link,min_age,is_16_plus,inferred_genres,primary_genre
129,Hamilton,2020,8.3,130917,2h 40m,PG-13,"The real life of one of America&apos;s foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",https://www.imdb.com/title/tt8503618/,10.0,False,"['Drama', 'Biography', 'Documentary']",Drama
130,Green Book,2018,8.2,648036,2h 10m,PG-13,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,https://www.imdb.com/title/tt6966692/,10.0,False,[],Unknown
131,Taxi Driver,1976,8.2,990539,1h 54m,R,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://www.imdb.com/title/tt0075314/,17.0,True,"['Action', 'War']",Action
132,The Truman Show,1998,8.2,1304818,1h 43m,PG,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,https://www.imdb.com/title/tt0120382/,10.0,False,['Drama'],Drama
133,Batman Begins,2005,8.2,1663133,2h 20m,PG-13,"After witnessing his parents&apos; death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",https://www.imdb.com/title/tt0372784/,10.0,False,['Action'],Action
134,For a Few Dollars More,1965,8.2,292020,2h 12m,R,Two bounty killers with similar intentions but different motivations team up to take down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,https://www.imdb.com/title/tt0059578/,17.0,True,"['Crime', 'Horror', 'Western']",Crime
135,Judgment at Nuremberg,1961,8.3,93034,2h 59m,Approved,"Fictionalized depiction of the 1947 Judges&apos; Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",https://www.imdb.com/title/tt0055031/,,False,"['Action', 'Crime', 'War']",Action
136,Shutter Island,2010,8.2,1570458,2h 18m,R,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,https://www.imdb.com/title/tt1130884/,17.0,True,[],Unknown
137,Some Like It Hot,1959,8.2,297870,2h 1m,Approved,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",https://www.imdb.com/title/tt0053291/,,False,[],Unknown
138,The Kid,1921,8.2,142561,1h 8m,Passed,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",https://www.imdb.com/title/tt0012349/,,False,"['Drama', 'Romance']",Drama
139,Jurassic Park,1993,8.2,1137865,2h 7m,PG-13,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone&apos;s lives, including his grandchildren&apos;s, in danger.",https://www.imdb.com/title/tt0107290/,10.0,False,[],Unknown
140,The Father,2020,8.2,217586,1h 37m,PG-13,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",https://www.imdb.com/title/tt10272386/,10.0,False,['Romance'],Romance
141,All About Eve,1950,8.2,146068,2h 18m,Approved,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,https://www.imdb.com/title/tt0042192/,,False,[],Unknown
142,There Will Be Blood,2007,8.2,678978,2h 38m,R,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",https://www.imdb.com/title/tt0469494/,17.0,True,['Drama'],Drama
143,The Sixth Sense,1999,8.2,1109569,1h 47m,PG-13,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",https://www.imdb.com/title/tt0167404/,10.0,False,[],Unknown
144,Ran,1985,8.2,146005,2h 40m,R,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",https://www.imdb.com/title/tt0089881/,17.0,True,"['Crime', 'History', 'War']",Crime
145,Casino,1995,8.2,599094,2h 58m,R,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",https://www.imdb.com/title/tt0112641/,17.0,True,"['Crime', 'History']",Crime
146,Top Gun: Maverick,2022,8.2,796413,2h 10m,PG-13,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",https://www.imdb.com/title/tt1745960/,10.0,False,['Action'],Action
147,No Country for Old Men,2007,8.2,1139328,2h 2m,R,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,https://www.imdb.com/title/tt0477348/,17.0,True,[],Unknown
148,The Thing,1982,8.2,504920,1h 49m,R,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,https://www.imdb.com/title/tt0084787/,17.0,True,['Sci-Fi'],Sci-Fi
149,Unforgiven,1992,8.2,458214,2h 10m,R,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself &quot;The Schofield Kid&quot;.,https://www.imdb.com/title/tt0105695/,17.0,True,['Action'],Action
150,Pan's Labyrinth,2006,8.2,729788,1h 58m,R,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she&apos;s a princess, but must prove her royalty by surviving three gruesome tasks.",https://www.imdb.com/title/tt0457430/,17.0,True,['Fantasy'],Fantasy
151,Kill Bill: Vol. 1,2003,8.2,1262910,1h 51m,R,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",https://www.imdb.com/title/tt0266697/,17.0,True,['Action'],Action
152,A Beautiful Mind,2001,8.2,1029817,2h 15m,PG-13,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",https://www.imdb.com/title/tt0268978/,10.0,False,['Drama'],Drama
153,Prisoners,2013,8.2,887061,2h 33m,R,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,https://www.imdb.com/title/tt1392214/,17.0,True,['Crime'],Crime
154,The Treasure of the Sierra Madre,1948,8.2,138570,2h 6m,Approved,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,https://www.imdb.com/title/tt0040897/,,False,[],Unknown
155,The Best of Youth,2003,8.5,25809,6h 14m,R,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,https://www.imdb.com/title/tt0346336/,17.0,True,[],Unknown
156,Yojimbo,1961,8.2,139350,1h 50m,Not Rated,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,https://www.imdb.com/title/tt0055630/,,False,['Crime'],Crime
157,Finding Nemo,2003,8.2,1171840,1h 40m,G,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",https://www.imdb.com/title/tt0266543/,0.0,False,['Drama'],Drama
158,Howl's Moving Castle,2004,8.2,490627,1h 59m,PG,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",https://www.imdb.com/title/tt0347149/,10.0,False,['Fantasy'],Fantasy
159,The Great Escape,1963,8.2,271103,2h 52m,Approved,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.,https://www.imdb.com/title/tt0057115/,,False,"['Action', 'War']",Action
160,Monty Python and the Holy Grail,1975,8.2,592171,1h 31m,PG,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",https://www.imdb.com/title/tt0071853/,10.0,False,[],Unknown
